# side=client impl=SandBox.MapScene utc=2026-09-12T09:21:02.7903863Z
# borders=62,0..1700,1550 maxHeight=646.01 terrainSize=1600,1600
# sceneXmlCrc=146201570 navMeshCrc=3101457840 navMeshFaces=19396
x,y,terrain,face,faceGroup,faceIsland,heightOk,height,patchScene,patchU,patchV,envCurrent,envTypes,snow,rain
147.3125,306.7708,19,1009,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
181.4375,306.7708,19,1007,19,2,1,41.1756,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
215.5625,306.7708,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
249.6875,306.7708,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
283.8125,306.7708,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
317.9375,306.7708,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
352.0625,306.7708,19,1004,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
386.1875,306.7708,19,1004,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
420.3125,306.7708,19,1004,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
454.4375,306.7708,19,1004,19,2,1,41.2,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
488.5625,306.7708,19,1004,19,2,1,41.17,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
522.6875,306.7708,19,998,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
556.8125,306.7708,19,998,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
590.9375,306.7708,19,998,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|18|18|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|18|18|19|19|19|19|19|19|19|19|19|19|19,0,0
625.0625,306.7708,19,997,19,2,1,41.17,255,1,1,19,19|19|18|18|18|18|7|7|7|2|2|2|2|2|7|7|7|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|7|2|2|2|2|2|2|7|18|18|18|18|18|19,0,0
659.1875,306.7708,18,499,18,2,1,45.9369,255,1,1,18,18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|2|2|18|18|18|18|18|18|18|18|18|18|2|2|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18,0,0
693.3125,306.7708,18,491,18,2,1,43.5027,255,1,1,18,18|18|18|18|18|7|7|7|18|18|18|18|2|2|2|2|7|7|18|18|18|7|7|2|18|18|18|2|7|7|18|18|18|7|7|2|2|2|18|18|18|18|7|7|7|7|7|18|18,0,0
727.4375,306.7708,7,3956,7,2,1,46.0887,255,1,1,7,7|2|2|2|7|11|2|7|7|7|2|2|2|2|7|7|2|2|2|2|7|7|2|2|7|7|7|2|2|7|2|2|2|2|2|7|2|2|2|2|2|7|2|2|2|11|7|2|7,0,0
761.5625,306.7708,7,9152,7,2,1,49.5881,255,1,1,7,7|7|7|7|7|2|2|2|2|7|7|7|7|7|7|7|7|2|7|7|7|7|2|7|2|2|2|7|2|7|7|7|7|2|2|7|7|7|7|7|7|7|2|2|7|2|7|7|7,0,0
795.6875,306.7708,7,9168,7,2,1,52.5881,114,0.5333,0.7333,7,7|7|2|2|7|11|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|11|7|2|7,0,0
829.8125,306.7708,2,7901,2,2,1,52.5796,114,0.6667,0.7333,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
863.9375,306.7708,2,3791,2,2,1,54.8492,115,0.6667,0.2667,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
898.0625,306.7708,2,1681,2,2,1,58.2124,115,0.8,0.2667,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
932.1875,306.7708,2,1828,2,2,1,58.812,115,0.9333,0.2667,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
966.3125,306.7708,2,1870,2,2,1,59.19,116,0.1333,0.9333,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1000.438,306.7708,2,4713,2,2,1,56.8893,128,0.5333,0.2667,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1034.563,306.7708,2,9644,2,2,1,59.1088,128,0.6667,0.2667,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1068.688,306.7708,2,9653,2,2,1,62.9052,128,0.8,0.2667,2,2|2|2|2|2|2|2|2|2|2|7|7|7|7|7|8|8|8|8|8|8|8|8|8|7|7|8|8|8|8|8|8|8|8|8|8|7|7|7|7|7|2|2|2|2|2|2|2|2,0,0
1102.813,306.7708,7,5008,7,2,1,66.128,131,0.6,0.1333,7,7|7|7|7|7|7|7|7|7|7|7|2|2|2|2|2|7|7|2|2|2|7|7|2|7|7|2|2|7|7|2|2|2|7|7|2|2|2|2|2|7|7|7|7|7|7|7|7|7,0,0
1136.938,306.7708,2,9550,2,2,1,63.8033,131,0.7333,0.1333,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1171.063,306.7708,2,9518,2,2,1,64.7576,131,0.8667,0.1333,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1205.188,306.7708,2,7375,2,2,1,62.9084,132,0.6667,1,2,2|2|2|2|11|2|2|2|2|2|2|2|2|2|2|2|2|11|2|2|2|2|2|2|11|11|11|2|2|2|2|2|2|11|11|2|2|2|2|2|2|2|2|2|2|2|11|2|2,0,0
1239.313,306.7708,2,5568,2,2,1,63.8908,151,0.4,0.4,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1273.438,306.7708,2,5669,2,2,1,64.47,151,0.5333,0.4,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1307.563,306.7708,2,5777,2,2,1,67.9716,149,0.5333,0.2,2,2|2|2|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|2,0,0
1341.688,306.7708,5,10312,5,2,1,71.1816,149,0.6667,0.2,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,0,0
1375.813,306.7708,5,10273,5,2,1,69.0428,148,0.5333,0.4667,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,0,0
1409.938,306.7708,5,10341,5,2,1,68.504,148,0.6,0.4667,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,0,0
1444.063,306.7708,5,10333,5,2,1,68.28,147,1,0.8,5,5|5|5|5|5|11|5|5|5|5|5|5|11|11|5|5|5|11|5|5|5|5|5|5|5|11|11|5|5|5|5|5|11|11|5|5|11|11|11|5|5|5|5|5|5|11|5|5|5,0,0
1478.188,306.7708,5,10296,5,2,1,68.27,147,0,0.8667,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|11|5|5|5|11|11|5|5|5|5|5|5|11|5|5|5|11|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,0,0
1512.313,306.7708,5,10047,5,2,1,69.87,141,0.6667,1,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,0,0
1546.438,306.7708,5,10041,5,2,1,73.03,138,0.5333,0.9333,5,5|5|5|5|5|5|5|5|5|5|5|7|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|7|7|7|7|5|5|5|5|5|5|5|5,0,0
1580.563,306.7708,5,3558,5,2,1,73.6428,138,0.6667,0.9333,5,5|5|5|5|5|5|5|5|5|5|5,0,0
1614.688,306.7708,1,-1,-1,-1,0,0,138,0.7333,0.9333,1,1,6,6
1648.813,306.7708,1,-1,-1,-1,0,0,138,0.7333,0.9333,1,1,6,6
1682.938,306.7708,1,-1,-1,-1,0,0,138,0.7333,0.9333,1,1,6,6
79.0625,339.0625,19,1009,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
113.1875,339.0625,19,1009,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
147.3125,339.0625,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
181.4375,339.0625,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
215.5625,339.0625,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
249.6875,339.0625,19,1007,19,2,1,41.184,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
283.8125,339.0625,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
317.9375,339.0625,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
352.0625,339.0625,19,1004,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
386.1875,339.0625,19,1004,19,2,1,41.22,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
420.3125,339.0625,19,1004,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
454.4375,339.0625,19,998,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
488.5625,339.0625,19,998,19,2,1,41.19,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
522.6875,339.0625,19,999,19,2,1,41.1624,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
556.8125,339.0625,19,999,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
590.9375,339.0625,19,999,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
625.0625,339.0625,19,999,19,2,1,41.1852,255,1,1,19,19|19|19|19|18|18|18|18|18|18|18|7|2|2|2|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|18|2|2|2|7|18|18|18|18|18|18|18|19|19,0,0
659.1875,339.0625,7,9074,7,2,1,46.578,255,1,1,7,7|7|7|2|7|7|7|7|7|7|7|7|2|2|2|2|7|18|18|18|18|18|20|7|7|7|7|7|20|18|18|18|18|18|18|2|2|2|2|7|7|7|7|7|7|7|7|2|7,0,0
693.3125,339.0625,2,9668,2,2,1,45.5964,255,1,1,2,2|2|2|2|2|2|2|7|7|7|7|2|7|7|2|2|2|18|18|18|18|18|7|2|7|7|2|2|7|18|18|18|18|18|7|2|7|7|2|2|7|7|2|2|2|2|2|2|2,0,0
727.4375,339.0625,2,9809,2,2,1,47.07,255,1,1,2,2|2|2|2|2|2|7|7|7|7|7|7|7|7|7|7|11|7|2|2|7|7|11|7|2|2|7|7|7|7|2|7|7|7|7|7|7|7|7|7|7|7|7|7|2|2|2|2|2,0,0
761.5625,339.0625,2,9872,2,2,1,52.848,255,1,1,2,2|2|7|7|7|7|2|2|2|2|11|2|7|7|7|7|7|7|7|7|2|2|11|7|7|7|7|7|11|2|7|7|7|7|7|7|7|7|2|2|11|2|2|2|2|7|7|7|2,0,0
795.6875,339.0625,7,9287,7,2,1,49.6836,114,0.2667,1,7,7|11|11|2|2|2|2|2|2|2|2|2|2|2|2|7|7|2|2|2|2|2|2|7|2|2|2|7|2|2|2|2|2|2|7|7|2|2|2|2|2|2|2|2|2|2|7|2|7,0,0
829.8125,339.0625,2,7901,2,2,1,54.9312,115,0.8667,0.6667,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
863.9375,339.0625,2,4839,2,2,1,57.3204,115,0.9333,0.6667,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
898.0625,339.0625,2,1681,2,2,1,59.31,115,0,0.7333,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
932.1875,339.0625,2,836,2,2,1,60.318,115,0.1333,0.7333,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
966.3125,339.0625,2,8145,2,2,1,63.27,127,0,0.2,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1000.438,339.0625,2,9163,2,2,1,63.12,128,1,0.4667,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1034.563,339.0625,2,9167,2,2,1,63.9456,128,0.0667,0.5333,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1068.688,339.0625,8,3880,8,2,1,62.9,128,0.2,0.5333,8,8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|2|2|2|2|8|8|8|8|8|8|8|2|2|2|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8|8,0,0
1102.813,339.0625,8,3864,8,2,1,62.9,131,0.4,0.4,8,8|8|8|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|8,0,0
1136.938,339.0625,2,9518,2,2,1,66.3864,131,0.5333,0.4,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1171.063,339.0625,2,7621,2,2,1,64.8348,131,0.6667,0.4,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1205.188,339.0625,2,7433,2,2,1,65.8116,131,0.8,0.4,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1239.313,339.0625,11,10479,11,2,1,62.4456,151,0.5333,0.6667,11,11|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|11,0,0
1273.438,339.0625,2,5841,2,2,1,64.98,151,0.6667,0.6667,2,2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0,0
1307.563,339.0625,2,6031,2,2,1,68.1408,149,0.5333,0.4667,2,2|2|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|2,0,0
1341.688,339.0625,5,10273,5,2,1,70.53,149,0.6667,0.4667,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,0,0
1375.813,339.0625,5,10273,5,2,1,70.8276,149,0.8,0.4667,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|7|5|5|5|5|5|5|5|5|5|5|5|5|5|5|7|7|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,0,0
1409.938,339.0625,5,10314,5,2,1,69.6168,148,0.6,0.9333,5,5|5|5|5|5|5|5|5|5|5|7|7|5|7|7|5|5|5|5|5|5|5|7|7|7|7|7|7|7|5|5|5|5|5|5|5|5|7|7|7|7|5|5|5|5|5|5|5|5,0,0
1444.063,339.0625,5,10331,5,2,1,69.882,148,0.7333,0.9333,5,5|5|5|5|5|5|5|5|5|11|11|11|11|11|5|5|5|5|5|5|5|5|11|11|11|17|11|11|11|5|5|5|5|5|5|5|11|11|11|11|11|11|5|5|5|5|5|5|5,0,0
1478.188,339.0625,5,10355,5,2,1,70.2,157,0.7333,0.2,5,5|5|5|5|5|5|5|5|5|5|5|5|11|11|11|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|11|11|11|5|5|5|5|5|5|5|5|5|5,0,0
1512.313,339.0625,5,10040,5,2,1,70.4712,157,0.8667,0.2,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|7|7|7|7|7|7|7|7|7|5|5|5|5|5|7|7|7|7|7|7|7|7|5|5|5|5|5|5|5|5|5|5|5|5|5,0,0
1546.438,339.0625,5,10038,5,2,1,73.6836,158,0.8,0.2,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|7|7|7|7|7|5|5|5|5|5|5|5|7|7|7|7|7|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,0,0
1580.563,339.0625,5,3514,5,2,1,75.0012,158,0.9333,0.2,5,5|5|5|5|5|5|5|5|5|5|5,0,0
1614.688,339.0625,1,-1,-1,-1,0,0,158,1,0.2,1,1,6,6
1648.813,339.0625,1,-1,-1,-1,0,0,158,1,0.2,1,1,6,6
1682.938,339.0625,1,-1,-1,-1,0,0,158,1,0.2,1,1,6,6
79.0625,371.3542,19,1009,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
113.1875,371.3542,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
147.3125,371.3542,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
181.4375,371.3542,19,1007,19,2,1,41.1756,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
215.5625,371.3542,19,1007,19,2,1,41.17,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
249.6875,371.3542,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
283.8125,371.3542,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
317.9375,371.3542,19,1007,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
352.0625,371.3542,19,1004,19,2,1,41.19,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
386.1875,371.3542,19,998,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
420.3125,371.3542,19,1003,19,2,1,41.16,255,1,1,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19|19,0,0
